,대지위치,주용도코드명,자전거전용도로비율,stcnsDelayDay,실제착공일,지역코드명
803,서울특별시 강남구 개포동 1241-4번지, , , , , 
804,서울특별시 강남구 개포동 1241-4번지,공동주택,20120403, ,20120404,제2종일반주거지역
805,서울특별시 강남구 개포동 1241-4번지,단독주택, , , ,제2종일반주거지역
806,서울특별시 강남구 개포동 1242번지,제2종근린생활시설, , , ,제2종일반주거지역
807,서울특별시 강남구 개포동 1242번지,교육연구시설, , , ,제2종일반주거지역
808,서울특별시 강남구 개포동 1243-1번지,공동주택,20111115, ,20111116,도시지역
809,서울특별시 강남구 개포동 1244-2번지,공동주택,20150303, ,20150302,제2종일반주거지역
810,서울특별시 강남구 개포동 1244-5번지,제2종근린생활시설,20111230, ,20111226,제2종일반주거지역
811,서울특별시 강남구 개포동 1244-5번지,제2종근린생활시설,20170710, ,20170717,도시지역
812,서울특별시 강남구 개포동 1244-12번지,공동주택,20170615, ,20170615,제2종일반주거지역
813,서울특별시 강남구 개포동 1244-13번지,공동주택,20160905, ,20160811,제2종일반주거지역
814,서울특별시 강남구 개포동 1245번지,제1종근린생활시설,20221210, ,20221213,도시지역
815,서울특별시 강남구 개포동 1245-3번지, , , , , 
816,서울특별시 강남구 개포동 1245-3번지,공동주택,20180423, ,20180423,제2종일반주거지역
817,서울특별시 강남구 개포동 1245-5번지,공동주택,20161027, ,20161101,제2종일반주거지역
818,서울특별시 강남구 개포동 1245-6번지,제2종근린생활시설, , , ,제2종일반주거지역
819,서울특별시 강남구 개포동 1245-10번지, , , , , 
820,서울특별시 강남구 개포동 1245-10번지,공동주택,20150624, ,20150624,도시지역
821,서울특별시 강남구 개포동 1246-1번지, , , , ,도시지역
822,서울특별시 강남구 개포동 1249번지,단독주택, , , ,도시지역
823,서울특별시 강남구 개포동 1249-1번지,공동주택,20140711, ,20140715,도시지역
824,서울특별시 강남구 개포동 1250-3번지,제2종근린생활시설,20211231, ,20211222,제2종일반주거지역
825,서울특별시 강남구 개포동 1250-6번지,공동주택,20130201, ,20121227,도시지역
826,서울특별시 강남구 개포동 1250-6번지, , , , ,제2종일반주거지역
827,서울특별시 강남구 개포동 1250-7번지,공동주택,20130201, ,20121227,도시지역
828,서울특별시 강남구 개포동 1250-7번지, , , , ,제2종일반주거지역
829,서울특별시 강남구 개포동 1252-1번지,공동주택, , , ,도시지역
830,서울특별시 강남구 개포동 1254-3번지,공동주택,20150703, ,20150707,제2종일반주거지역
831,서울특별시 강남구 개포동 1254-5번지,공동주택,20141223, ,20141222,도시지역
832,서울특별시 강남구 개포동 1255-3번지,공동주택, , , ,제2종일반주거지역
833,서울특별시 강남구 개포동 1255-7번지,공동주택,20211115, ,20211124,제2종일반주거지역
834,서울특별시 강남구 개포동 1256-1번지, , , , , 
835,서울특별시 강남구 개포동 1256-1번지,공동주택,20130614, ,20130531,제2종일반주거지역
836,서울특별시 강남구 개포동 1257번지,공동주택,20160129, ,20160129,제2종일반주거지역
837,서울특별시 강남구 개포동 1257-8번지,제2종근린생활시설, , , ,제2종일반주거지역
838,서울특별시 강남구 개포동 1257-12번지, , , , , 
839,서울특별시 강남구 개포동 1257-12번지,공동주택,20160427, ,20160428,도시지역
840,서울특별시 강남구 개포동 1258-5번지,제1종근린생활시설,20090401, ,20090330,제2종일반주거지역
841,서울특별시 강남구 개포동 1258-6번지,업무시설, , , ,제2종일반주거지역
842,서울특별시 강남구 개포동 1259-1번지,제2종근린생활시설,20151027, ,20151027,도시지역
843,서울특별시 강남구 개포동 1259-1번지,제2종근린생활시설, , , ,도시지역
844,서울특별시 강남구 개포동 1259-7번지,제1종근린생활시설, , , ,도시지역
845,서울특별시 강남구 개포동 1259-8번지,제1종근린생활시설, , , ,제2종일반주거지역
846,서울특별시 강남구 개포동 1259-8번지,제2종근린생활시설, , , ,제2종일반주거지역
847,서울특별시 강남구 개포동 1260번지,제2종근린생활시설, , , ,중심상업지역
848,서울특별시 강남구 개포동 1260-7번지,단독주택,20180604, ,20180601,도시지역
849,서울특별시 강남구 개포동 1260-7번지,단독주택, , , ,제2종일반주거지역
850,서울특별시 강남구 개포동 1261번지,업무시설, , , ,도시지역
851,서울특별시 강남구 개포동 1261-6번지,공동주택,20130222, ,20130225,도시지역
852,서울특별시 강남구 개포동 1262-4번지,공동주택,20210713, ,20210714,제2종일반주거지역
853,서울특별시 강남구 개포동 1262-5번지,공동주택,20160805, ,20160811, 
854,서울특별시 강남구 개포동 1262-10번지,제1종근린생활시설, , , ,제2종일반주거지역
855,서울특별시 강남구 개포동 1262-10번지,제2종근린생활시설,20200824, ,20200824,제2종일반주거지역
856,서울특별시 강남구 개포동 1262-11번지,제2종근린생활시설,20180801, ,20180726,상대보호구역
857,서울특별시 강남구 개포동 1262-12번지,공동주택,20210720, ,20210721,상대보호구역
858,서울특별시 강남구 개포동 1262-13번지,공동주택,20210720, ,20210721,상대보호구역
859,서울특별시 강남구 개포동 1262-14번지,제2종근린생활시설, , , ,도시지역
860,서울특별시 강남구 개포동 1263-6번지,공동주택, , , ,제2종일반주거지역
861,서울특별시 강남구 개포동 1263-7번지,공동주택,20120330, ,20120330,제2종일반주거지역
862,서울특별시 강남구 개포동 1263-7번지,공동주택, , , ,제2종일반주거지역
863,서울특별시 강남구 개포동 1264-4번지,공동주택,20150626, ,20150629,제2종일반주거지역
864,서울특별시 강남구 개포동 1264-8번지,공동주택,20151015, ,20151014,제2종일반주거지역
865,서울특별시 강남구 개포동 1264-9번지, , , , , 
866,서울특별시 강남구 개포동 1264-9번지,제2종근린생활시설,20190629, ,20190703,제2종일반주거지역
867,서울특별시 강남구 개포동 1264-13번지,공동주택,20220415, ,20220414,도시지역
868,서울특별시 강남구 개포동 1265-2번지,공동주택,20150210, ,20150216,제2종일반주거지역
869,서울특별시 강남구 개포동 1265-3번지, , , , , 
870,서울특별시 강남구 개포동 1265-3번지,공동주택,20150713, ,20150715,제2종일반주거지역
871,서울특별시 강남구 개포동 1265-7번지,공동주택,20180220, ,20180327,도시지역
872,서울특별시 강남구 개포동 1265-12번지,단독주택, , , ,도시지역
873,서울특별시 강남구 개포동 1266번지, , , , , 
874,서울특별시 강남구 개포동 1267번지, , , , ,도시지역
875,서울특별시 강남구 개포동 1267번지, , , , ,제1종일반주거지역
876,서울특별시 강남구 개포동 산 72-3번지, , , , ,자연녹지지역
877,서울특별시 강남구 개포동 블록 개포시영주택재개발지구지구 2공구블록 1번로트, , , , , 
878,서울특별시 강남구 개포동 블록 개포주공4단지 주택재건축정비사업지구, , , , , 
879,서울특별시 강남구 개포동 블록 개포자이프레지던스지구 189번지블록, , , , , 
